productname,date,farmprice,atlantaretail,chicagoretail,losangelesretail,newyorkretail,averagespread
Strawberries,2006-09-10,1.28,2.69,3.62,2.62,3.87,150.0
Green Leaf Lettuce,2006-09-10,0.23,1.37,1.79,1.36,2.62,676.0869565217391
Thompson Grapes,2006-09-10,0.79,2.01,1.36,2.37,2.29,154.11392405063293
Honeydews,2006-09-10,0.2,0.77,0.75,0.81,0.78,288.75
Tomatoes,2006-09-10,1.15,2.02,2.22,1.99,1.99,78.69565217391307
Iceberg Lettuce,2006-09-10,0.28,1.36,1.42,1.69,1.94,472.32142857142856
Avocados,2006-09-10,0.52,1.29,1.28,1.71,1.45,175.48076923076925
Nectarines,2006-09-10,0.41,1.96,2.07,2.09,2.06,398.7804878048781
Broccoli Bunches,2006-09-10,0.44,1.44,1.64,1.69,1.65,264.77272727272725
Oranges,2006-09-10,0.14,0.43,0.32,0.47,0.48,203.57142857142853
Oranges,2006-09-03,0.14,0.43,0.52,0.43,0.51,237.49999999999994
Broccoli Crowns,2006-09-03,0.68,2.06,1.28,1.57,1.66,141.54411764705884
Peaches,2006-09-03,0.4,1.23,2.14,2.32,2.62,419.3749999999999
Cantaloupe,2006-09-03,0.16,0.91,0.98,0.87,0.84,462.5
Plums,2006-09-03,0.61,1.78,1.66,2.22,1.92,210.65573770491804
Carrots,2006-09-03,0.26,0.82,0.83,0.72,0.97,221.15384615384613
Potatoes,2006-09-03,1.23,4.83,3.96,3.77,5.99,277.03252032520317
Cauliflower,2006-09-03,0.49,1.02,1.19,1.39,1.25,147.44897959183675
Red Leaf Lettuce,2006-09-03,0.36,1.53,1.74,1.24,2.49,386.11111111111114
Celery,2006-09-03,0.51,1.59,1.59,1.12,1.99,208.3333333333334
Romaine Lettuce,2006-09-03,0.24,1.39,1.74,1.32,1.49,518.7500000000001
Flame Grapes,2006-09-03,0.83,1.5,1.79,1.82,2.12,117.77108433734944
Strawberries,2006-09-03,1.24,2.93,3.37,2.47,2.83,133.8709677419355
Green Leaf Lettuce,2006-09-03,0.33,1.39,1.74,1.57,2.49,444.69696969696975
Thompson Grapes,2006-09-03,0.77,1.76,2.04,1.57,2.12,143.18181818181816
Honeydews,2006-09-03,0.24,0.55,0.83,0.74,0.94,218.75
Tomatoes,2006-09-03,0.77,2.02,2.39,1.83,1.99,167.20779220779224
Iceberg Lettuce,2006-09-03,0.47,1.32,1.29,1.29,1.99,213.29787234042556
Avocados,2006-09-03,0.55,1.29,1.49,1.58,1.5,166.36363636363635
Nectarines,2006-09-03,0.43,1.8,1.85,2.16,2.49,382.55813953488376
Broccoli Bunches,2006-09-03,0.49,1.73,1.25,1.59,1.66,217.8571428571429
Oranges,2006-08-27,0.14,0.43,0.52,0.39,0.43,216.07142857142853
Peaches,2006-08-27,0.41,1.68,1.49,1.55,2.49,339.6341463414634
Plums,2006-08-27,0.48,1.63,1.69,1.64,2.17,271.3541666666667
Potatoes,2006-08-27,1.19,4.31,3.37,3.47,0.0,134.2436974789916
Red Leaf Lettuce,2006-08-27,0.5,1.51,1.84,1.32,2.07,237.0
Romaine Lettuce,2006-08-27,0.32,1.52,1.84,1.34,1.57,389.84375
Strawberries,2006-08-27,1.18,2.94,2.09,2.32,2.5,108.68644067796609
Thompson Grapes,2006-08-27,0.78,2.06,1.86,2.24,2.39,174.03846153846155
Honeydews,2006-08-27,0.27,0.75,0.86,0.79,0.75,191.66666666666666
Tomatoes,2006-08-27,0.6,1.67,1.82,1.75,1.49,180.4166666666667
Iceberg Lettuce,2006-08-27,0.81,1.34,1.27,1.24,1.82,75.00000000000003
Nectarines,2006-08-27,0.46,1.73,1.65,1.33,1.94,261.4130434782609
Broccoli Bunches,2006-08-27,0.65,1.62,1.27,1.62,1.66,137.30769230769232
Broccoli Crowns,2006-08-27,0.84,1.67,1.52,1.72,1.57,92.85714285714289
Cantaloupe,2006-08-27,0.26,1.03,0.94,1.0,1.12,293.2692307692308
Carrots,2006-08-27,0.25,0.82,0.8,0.69,0.91,222.00000000000003
Cauliflower,2006-08-27,0.27,1.08,1.29,1.77,1.1,385.1851851851852
Celery,2006-08-27,0.53,1.49,1.37,1.34,1.77,181.6037735849057
Flame Grapes,2006-08-27,0.82,2.01,2.12,2.24,2.14,159.45121951219514
Green Leaf Lettuce,2006-08-27,0.44,1.52,1.84,1.32,2.14,287.5
Avocados,2006-08-27,0.62,1.24,1.5,1.38,1.5,126.61290322580645
Broccoli Bunches,2006-08-20,0.86,1.65,1.36,1.37,1.97,84.59302325581395
Oranges,2006-08-20,0.14,0.43,0.52,0.41,0.39,212.49999999999994
Broccoli Crowns,2006-08-20,1.03,1.62,1.52,1.54,1.62,52.9126213592233
Peaches,2006-08-20,0.44,1.18,1.83,1.5,2.37,290.90909090909093
Cantaloupe,2006-08-20,0.18,1.0,0.7,0.83,0.89,375.0
Plums,2006-08-20,0.48,1.7,1.44,1.86,1.79,253.64583333333334
Carrots,2006-08-20,0.23,0.82,0.8,0.59,0.91,239.1304347826087
Potatoes,2006-08-20,1.24,4.41,3.64,3.47,5.99,253.02419354838713
Cauliflower,2006-08-20,0.23,0.97,1.29,1.72,1.0,441.30434782608694
Red Leaf Lettuce,2006-08-20,0.56,1.53,1.59,1.13,2.12,184.37499999999994
Celery,2006-08-20,0.58,1.51,1.37,1.29,1.87,160.3448275862069
Romaine Lettuce,2006-08-20,0.36,1.52,1.59,1.15,1.49,299.3055555555556
Flame Grapes,2006-08-20,0.81,2.01,2.16,2.07,1.74,146.29629629629628
Strawberries,2006-08-20,1.13,2.69,3.62,2.45,3.0,160.17699115044252
Green Leaf Lettuce,2006-08-20,0.5,1.51,1.59,1.13,2.24,223.50000000000003
Thompson Grapes,2006-08-20,0.8,2.06,2.16,1.25,1.49,117.50000000000003
Honeydews,2006-08-20,0.18,0.79,0.86,0.79,0.69,334.72222222222223
Tomatoes,2006-08-20,0.54,1.77,1.89,1.0,1.49,184.72222222222223
Iceberg Lettuce,2006-08-20,0.69,1.32,1.09,1.17,1.84,96.3768115942029
Avocados,2006-08-20,0.69,1.24,1.42,1.13,1.38,87.31884057971016
Nectarines,2006-08-20,0.48,1.7,1.17,1.76,1.82,235.9375
Nectarines,2006-08-13,0.52,1.74,1.74,1.25,1.87,217.30769230769232
Broccoli Bunches,2006-08-13,0.86,1.56,1.26,1.52,1.52,70.34883720930232
Oranges,2006-08-13,0.14,0.43,0.42,0.39,0.3,175.0
Broccoli Crowns,2006-08-13,1.0,1.88,1.25,1.34,1.59,51.49999999999999
Peaches,2006-08-13,0.44,0.88,1.61,2.24,2.32,300.5681818181818
Cantaloupe,2006-08-13,0.15,0.91,0.8,0.61,0.65,395.0
Plums,2006-08-13,0.49,1.68,1.56,1.75,2.07,260.2040816326531
Carrots,2006-08-13,0.21,0.83,0.83,0.59,0.94,279.7619047619048
Potatoes,2006-08-13,1.27,4.54,3.59,3.47,0.0,128.3464566929134
Cauliflower,2006-08-13,0.34,1.07,1.19,1.29,1.2,249.2647058823529
Red Leaf Lettuce,2006-08-13,0.54,1.45,1.77,1.17,2.32,210.6481481481481
Celery,2006-08-13,0.72,1.43,1.09,1.31,1.66,90.62500000000003
Romaine Lettuce,2006-08-13,0.43,1.33,1.84,1.05,1.24,217.44186046511626
Flame Grapes,2006-08-13,0.81,2.14,1.44,1.62,1.74,114.19753086419755
Strawberries,2006-08-13,1.11,2.81,3.12,2.94,2.62,158.78378378378372
Green Leaf Lettuce,2006-08-13,0.49,2.06,1.57,1.17,2.32,263.2653061224489
Thompson Grapes,2006-08-13,0.8,2.06,1.57,2.19,1.74,136.24999999999997
Honeydews,2006-08-13,0.17,0.74,0.75,0.72,0.69,326.4705882352941
Tomatoes,2006-08-13,0.56,1.77,2.43,2.49,1.52,266.51785714285717
Iceberg Lettuce,2006-08-13,0.63,1.31,1.14,1.29,1.72,116.66666666666666
Avocados,2006-08-13,0.66,1.24,1.45,1.46,1.45,112.12121212121211
Avocados,2006-08-06,0.55,1.11,1.42,1.25,1.63,145.9090909090909
Nectarines,2006-08-06,0.52,1.74,1.66,1.75,1.74,231.25
Broccoli Bunches,2006-08-06,0.54,1.65,1.26,1.32,1.58,168.9814814814815
Oranges,2006-08-06,0.14,0.43,0.32,0.46,0.33,175.0
Broccoli Crowns,2006-08-06,0.69,1.76,1.79,1.64,1.62,146.73913043478262
Peaches,2006-08-06,0.43,1.18,1.14,1.99,2.24,280.8139534883721
Cantaloupe,2006-08-06,0.23,0.84,0.89,0.64,1.2,288.04347826086956
Plums,2006-08-06,0.53,1.73,1.46,2.14,1.69,231.13207547169807
Carrots,2006-08-06,0.21,0.82,0.8,0.62,0.94,278.5714285714286
Potatoes,2006-08-06,1.49,3.91,4.32,3.67,5.99,200.16778523489936
Cauliflower,2006-08-06,0.27,1.07,1.29,1.39,1.2,358.3333333333333
Red Leaf Lettuce,2006-08-06,0.39,1.73,1.58,1.11,2.17,322.43589743589746
Celery,2006-08-06,0.67,1.44,1.2,1.24,1.87,114.55223880597015
Romaine Lettuce,2006-08-06,0.34,1.53,1.58,1.11,1.37,311.0294117647059
Flame Grapes,2006-08-06,0.8,2.24,2.06,2.37,1.74,162.81249999999997
Strawberries,2006-08-06,1.05,2.81,2.62,1.93,3.12,149.52380952380952
Green Leaf Lettuce,2006-08-06,0.37,1.39,1.58,1.11,2.17,322.2972972972973
Thompson Grapes,2006-08-06,0.8,2.04,2.06,1.62,1.74,133.12499999999997
Honeydews,2006-08-06,0.2,0.68,0.69,0.63,0.83,253.75
Tomatoes,2006-08-06,0.43,1.77,2.89,2.75,1.49,417.4418604651163
Iceberg Lettuce,2006-08-06,0.42,1.31,1.07,1.09,1.67,205.95238095238093
Iceberg Lettuce,2006-07-30,0.26,1.31,1.24,1.22,1.54,410.576923076923
Avocados,2006-07-30,0.5,1.12,1.56,1.19,1.45,166.0
Nectarines,2006-07-30,0.52,1.07,1.79,2.16,1.87,231.25
Broccoli Bunches,2006-07-30,0.26,1.56,1.31,1.42,1.24,431.7307692307692
Oranges,2006-07-30,0.13,0.43,0.34,0.72,0.43,269.2307692307692
Broccoli Crowns,2006-07-30,0.35,1.83,1.79,1.69,1.82,409.28571428571433
Peaches,2006-07-30,0.41,1.18,1.79,1.66,2.33,324.39024390243907
Cantaloupe,2006-07-30,0.23,0.84,0.73,0.54,0.66,201.08695652173913
Potatoes,2006-07-30,1.49,4.46,3.99,3.34,0.0,97.81879194630872
Carrots,2006-07-30,0.21,0.82,0.8,0.62,0.87,270.2380952380953
Red Leaf Lettuce,2006-07-30,0.3,1.63,1.68,1.03,2.12,438.33333333333337
Cauliflower,2006-07-30,0.21,0.94,1.29,1.44,1.2,479.7619047619048
Romaine Lettuce,2006-07-30,0.28,1.62,1.68,1.07,1.49,423.21428571428567
Celery,2006-07-30,0.44,1.49,1.39,1.22,1.92,242.04545454545453
Strawberries,2006-07-30,1.08,2.98,2.87,2.75,3.32,175.9259259259259
Flame Grapes,2006-07-30,0.79,1.81,1.31,1.37,2.62,125.0
Thompson Grapes,2006-07-30,0.8,2.16,1.57,1.99,2.62,160.62499999999997
Green Leaf Lettuce,2006-07-30,0.27,1.49,1.68,1.03,2.62,531.4814814814815
Tomatoes,2006-07-30,0.38,1.77,2.89,0.0,1.99,337.5
Honeydews,2006-07-30,0.17,0.83,0.86,0.74,0.8,374.9999999999999
Tomatoes,2006-07-23,0.44,1.77,2.52,0.0,0.0,143.75
Peaches,2006-07-23,0.4,1.42,1.53,1.5,2.82,354.37499999999994
Plums,2006-07-23,0.5,1.56,1.48,1.75,2.17,248.0
Potatoes,2006-07-23,1.45,3.98,4.49,3.34,5.99,206.89655172413794
Red Leaf Lettuce,2006-07-23,0.3,1.72,1.46,1.07,2.04,424.16666666666674
Romaine Lettuce,2006-07-23,0.31,1.53,1.46,1.14,1.32,339.5161290322581
Strawberries,2006-07-23,1.19,2.49,2.62,2.75,2.49,117.436974789916
Thompson Grapes,2006-07-23,0.87,2.56,2.41,2.37,2.99,196.83908045977017
Honeydews,2006-07-23,0.14,0.84,0.8,0.69,0.83,464.2857142857142
Iceberg Lettuce,2006-07-23,0.3,1.29,1.24,1.14,1.54,334.1666666666667
Avocados,2006-07-23,0.43,1.24,1.42,1.35,1.63,227.90697674418604
Nectarines,2006-07-23,0.52,1.58,1.53,1.66,1.99,225.0
Broccoli Bunches,2006-07-23,0.27,1.71,1.19,1.44,1.56,446.2962962962963
Oranges,2006-07-23,0.13,0.43,0.34,0.34,0.28,167.30769230769232
Broccoli Crowns,2006-07-23,0.34,1.83,1.79,1.69,1.87,427.94117647058823
Cantaloupe,2006-07-23,0.19,0.69,0.69,0.42,0.66,223.6842105263158
Carrots,2006-07-23,0.21,0.82,0.8,0.65,0.91,278.5714285714286
Cauliflower,2006-07-23,0.27,1.07,1.29,1.78,1.25,399.07407407407413
Celery,2006-07-23,0.36,1.49,1.12,1.24,2.24,322.9166666666667
Flame Grapes,2006-07-23,0.79,2.04,1.92,2.07,3.74,209.17721518987338
Green Leaf Lettuce,2006-07-23,0.28,1.53,1.46,1.07,2.04,444.6428571428571
Honeydews,2006-07-16,0.14,0.84,0.86,0.66,0.89,480.3571428571428
Tomatoes,2006-07-16,0.46,1.77,2.52,3.49,1.5,404.34782608695656
Iceberg Lettuce,2006-07-16,0.2,1.14,1.04,1.19,1.72,536.25
Avocados,2006-07-16,0.44,1.11,1.17,1.36,1.57,196.02272727272734
Nectarines,2006-07-16,0.52,1.65,1.56,2.24,2.32,273.55769230769226
Broccoli Bunches,2006-07-16,0.28,1.51,1.31,1.42,1.8,439.2857142857142
Oranges,2006-07-16,0.12,0.41,0.34,0.34,0.31,191.66666666666669
Broccoli Crowns,2006-07-16,0.41,1.71,1.25,1.74,1.82,297.56097560975616
Peaches,2006-07-16,0.39,0.93,1.56,2.14,2.99,388.4615384615385
Cantaloupe,2006-07-16,0.13,1.03,0.89,0.65,0.7,528.8461538461537
Plums,2006-07-16,0.52,1.74,1.79,2.27,2.37,292.7884615384616
Carrots,2006-07-16,0.21,0.79,0.83,0.64,0.92,278.5714285714286
Potatoes,2006-07-16,1.42,4.65,3.99,3.34,5.99,216.3732394366197
Cauliflower,2006-07-16,0.23,1.1,1.29,1.74,1.25,484.78260869565213
Red Leaf Lettuce,2006-07-16,0.21,1.45,1.48,1.01,2.49,665.4761904761905
Celery,2006-07-16,0.4,1.44,1.39,1.12,1.79,258.75
Romaine Lettuce,2006-07-16,0.18,1.39,1.73,0.88,1.32,638.8888888888889
Flame Grapes,2006-07-16,0.79,2.94,2.05,2.57,2.99,233.86075949367088
Strawberries,2006-07-16,1.24,2.49,1.87,2.2,3.0,92.74193548387098
Green Leaf Lettuce,2006-07-16,0.21,1.45,1.48,1.01,2.49,665.4761904761905
Thompson Grapes,2006-07-16,0.92,2.91,2.37,2.99,2.99,205.9782608695652
Thompson Grapes,2006-07-09,0.92,2.91,2.56,2.84,3.49,220.6521739130435
Honeydews,2006-07-09,0.17,0.92,0.88,0.76,1.0,423.5294117647059
Tomatoes,2006-07-09,0.38,1.42,2.39,0.0,1.74,265.1315789473684
Iceberg Lettuce,2006-07-09,0.2,1.16,1.14,1.19,1.67,545.0
Nectarines,2006-07-09,0.61,1.85,1.29,1.99,1.67,178.68852459016392
Avocados,2006-07-09,0.45,0.99,1.54,1.52,1.6,213.88888888888889
Oranges,2006-07-09,0.12,0.37,0.46,0.34,0.28,202.0833333333334
Broccoli Bunches,2006-07-09,0.3,1.6,1.26,1.57,2.28,459.16666666666674
Peaches,2006-07-09,0.43,1.28,1.46,1.99,1.99,290.69767441860466
Broccoli Crowns,2006-07-09,0.48,1.62,1.15,1.59,1.99,230.72916666666669
Plums,2006-07-09,0.64,1.91,1.14,2.24,2.62,208.984375
Cantaloupe,2006-07-09,0.12,0.95,1.0,0.61,0.94,629.1666666666667
Potatoes,2006-07-09,1.33,3.98,4.19,3.22,5.99,226.6917293233083
Carrots,2006-07-09,0.21,0.82,0.83,0.62,0.92,279.7619047619048
Red Leaf Lettuce,2006-07-09,0.2,1.66,1.48,1.15,1.82,663.7499999999999
Cauliflower,2006-07-09,0.2,1.02,1.19,1.29,1.2,487.5
Romaine Lettuce,2006-07-09,0.17,1.53,1.48,1.15,1.12,676.4705882352941
Celery,2006-07-09,0.64,1.44,1.39,1.24,1.87,132.03125
Strawberries,2006-07-09,1.12,2.73,2.79,2.38,2.62,134.82142857142856
Green Leaf Lettuce,2006-07-09,0.2,1.53,1.48,1.15,3.49,856.25
Celery,2006-07-02,0.73,1.41,1.27,1.17,1.92,97.60273972602738
Strawberries,2006-07-02,0.91,2.34,2.04,1.38,2.5,126.92307692307692
Green Leaf Lettuce,2006-07-02,0.19,1.48,1.73,1.09,2.37,777.6315789473683
Thompson Grapes,2006-07-02,1.33,2.91,2.87,3.12,3.49,132.89473684210526
Honeydews,2006-07-02,0.2,0.75,0.8,1.64,0.94,416.24999999999994
Tomatoes,2006-07-02,0.35,1.96,1.7,0.0,1.49,267.85714285714295
Iceberg Lettuce,2006-07-02,0.2,1.19,1.32,1.19,1.84,592.5
Nectarines,2006-07-02,0.64,1.97,1.64,1.87,1.89,187.890625
Avocados,2006-07-02,0.45,1.24,1.49,1.31,1.57,211.66666666666666
Oranges,2006-07-02,0.12,0.0,0.0,0.45,0.41,79.16666666666667
Broccoli Bunches,2006-07-02,0.29,1.71,1.41,1.36,2.28,482.7586206896552
Peaches,2006-07-02,0.45,1.18,1.26,2.12,2.54,294.44444444444446
Broccoli Crowns,2006-07-02,0.38,1.83,1.79,1.69,2.16,391.44736842105266
Plums,2006-07-02,0.71,1.71,2.14,2.39,2.79,217.9577464788733
Cantaloupe,2006-07-02,0.13,0.8,0.98,0.88,1.01,605.7692307692307
Potatoes,2006-07-02,1.25,4.99,3.94,3.37,0.0,146.0
Carrots,2006-07-02,0.21,0.82,0.83,0.62,0.97,285.7142857142858
Red Leaf Lettuce,2006-07-02,0.2,1.53,1.73,1.11,2.37,742.4999999999999
Cauliflower,2006-07-02,0.21,1.02,1.34,1.39,1.15,483.33333333333337
Romaine Lettuce,2006-07-02,0.16,1.39,1.73,1.11,1.37,775.0
Celery,2006-06-25,0.72,1.59,1.27,1.24,1.74,102.77777777777781
Romaine Lettuce,2006-06-25,0.16,1.53,1.81,1.15,1.17,784.375
Flame Grapes,2006-06-25,1.67,2.93,2.49,2.94,3.24,73.65269461077844
Strawberries,2006-06-25,0.96,2.34,3.04,2.62,2.74,179.6875
Green Leaf Lettuce,2006-06-25,0.19,1.53,1.81,1.15,2.37,802.6315789473686
Thompson Grapes,2006-06-25,1.57,2.61,2.99,2.99,3.24,88.37579617834395
Honeydews,2006-06-25,0.27,0.84,0.78,0.84,0.89,210.18518518518516
Tomatoes,2006-06-25,0.22,1.77,2.86,0.0,1.49,595.4545454545455
Iceberg Lettuce,2006-06-25,0.21,1.19,1.37,1.49,1.52,563.0952380952382
Avocados,2006-06-25,0.48,0.96,1.42,1.46,1.5,178.125
Nectarines,2006-06-25,0.69,1.96,1.94,2.09,2.24,198.1884057971015
Broccoli Bunches,2006-06-25,0.52,1.6,1.41,1.59,2.28,230.76923076923072
Oranges,2006-06-25,0.1,0.0,0.0,0.32,0.28,50.00000000000002
Broccoli Crowns,2006-06-25,0.63,1.85,1.79,1.62,1.87,182.9365079365079
Peaches,2006-06-25,0.44,1.18,1.81,1.37,2.19,272.15909090909093
Cantaloupe,2006-06-25,0.13,0.8,0.7,0.78,0.8,492.3076923076923
Plums,2006-06-25,1.01,2.33,2.16,2.49,2.19,126.98019801980197
Carrots,2006-06-25,0.21,0.82,0.83,0.64,0.91,280.95238095238096
Potatoes,2006-06-25,1.3,4.3,4.17,3.32,4.99,222.6923076923077
Cauliflower,2006-06-25,0.23,1.09,1.44,1.39,1.1,445.6521739130434
Red Leaf Lettuce,2006-06-25,0.19,1.53,1.81,1.15,2.37,802.6315789473686
Potatoes,2006-06-18,1.23,4.72,3.92,3.32,4.99,244.5121951219513
Red Leaf Lettuce,2006-06-18,0.17,1.33,1.56,1.15,2.49,860.2941176470589
Romaine Lettuce,2006-06-18,0.15,1.53,1.56,1.15,1.24,813.3333333333335
Strawberries,2006-06-18,0.79,2.34,2.04,1.75,2.24,164.87341772151902
Thompson Grapes,2006-06-18,1.64,2.21,2.56,2.64,2.74,54.72560975609757
Cauliflower,2006-06-18,0.22,1.03,1.34,1.97,1.15,523.8636363636364
Celery,2006-06-18,0.55,1.44,1.27,1.24,1.72,157.72727272727272
Flame Grapes,2006-06-18,1.69,2.65,2.74,2.64,2.74,59.319526627218956
Green Leaf Lettuce,2006-06-18,0.17,1.33,1.56,1.14,2.49,858.8235294117646
Honeydews,2006-06-18,0.24,0.84,0.76,0.69,0.96,238.54166666666669
Iceberg Lettuce,2006-06-18,0.21,1.23,1.57,1.31,1.74,596.4285714285714
Avocados,2006-06-18,0.48,1.49,1.34,1.31,1.26,181.25000000000006
Nectarines,2006-06-18,0.79,1.72,1.62,1.82,2.24,134.17721518987344
Broccoli Bunches,2006-06-18,0.69,1.45,1.41,1.47,1.85,123.91304347826089
Oranges,2006-06-18,0.1,0.0,0.0,0.32,0.43,87.5
Broccoli Crowns,2006-06-18,0.81,1.88,1.79,1.72,2.07,130.24691358024688
Peaches,2006-06-18,0.44,1.23,1.49,1.69,2.49,292.04545454545456
Cantaloupe,2006-06-18,0.15,0.98,0.66,0.39,0.94,395.0
Plums,2006-06-18,1.15,2.36,2.29,2.77,2.49,115.43478260869566
Carrots,2006-06-18,0.21,0.82,0.83,0.66,0.89,280.95238095238096
Cantaloupe,2006-06-11,0.19,0.94,0.59,0.6,0.84,290.78947368421046
Plums,2006-06-11,1.18,1.44,2.62,3.16,2.32,102.11864406779662
Carrots,2006-06-11,0.2,0.82,0.83,0.66,0.89,300.0
Potatoes,2006-06-11,1.2,4.3,4.17,3.62,5.99,276.6666666666667
Cauliflower,2006-06-11,0.25,1.03,1.34,1.39,1.15,391.0
Red Leaf Lettuce,2006-06-11,0.16,1.53,1.81,1.19,2.37,978.1249999999998
Celery,2006-06-11,0.28,1.44,1.27,1.19,1.72,401.7857142857142
Romaine Lettuce,2006-06-11,0.13,1.53,1.81,1.19,0.99,961.5384615384615
Flame Grapes,2006-06-11,1.64,2.33,2.62,2.37,3.24,60.97560975609757
Strawberries,2006-06-11,0.8,2.54,1.91,2.37,2.74,198.74999999999997
Green Leaf Lettuce,2006-06-11,0.16,1.41,1.81,1.19,2.37,959.375
Thompson Grapes,2006-06-11,1.68,2.33,2.82,2.07,3.54,60.11904761904765
Honeydews,2006-06-11,0.22,0.84,0.86,0.76,1.05,298.8636363636363
Iceberg Lettuce,2006-06-11,0.2,1.28,1.39,1.49,1.84,650.0
Avocados,2006-06-11,0.47,0.98,1.55,1.47,1.51,193.08510638297872
Nectarines,2006-06-11,0.88,1.96,1.69,1.83,2.49,126.42045454545455
Broccoli Bunches,2006-06-11,0.53,1.8,1.41,1.47,2.08,218.86792452830187
Oranges,2006-06-11,0.1,0.37,0.58,0.32,0.0,217.49999999999997
Broccoli Crowns,2006-06-11,0.63,1.63,1.79,1.74,2.24,193.65079365079367
Peaches,2006-06-11,0.56,1.03,1.31,1.62,2.12,171.4285714285714
Broccoli Bunches,2006-06-04,0.63,1.54,1.34,1.49,1.66,139.28571428571428
Oranges,2006-06-04,0.1,0.0,0.0,0.48,0.43,127.49999999999994
Broccoli Crowns,2006-06-04,0.74,1.71,1.79,1.67,1.49,125.0
Peaches,2006-06-04,0.53,1.94,2.24,1.49,2.09,266.03773584905656
Cantaloupe,2006-06-04,0.25,0.8,0.84,0.61,1.0,225.0
Potatoes,2006-06-04,1.19,4.47,3.67,3.69,4.99,253.36134453781517
Carrots,2006-06-04,0.21,0.82,0.83,0.62,0.97,285.7142857142858
Red Leaf Lettuce,2006-06-04,0.16,1.72,1.81,1.19,2.37,1007.8125000000002
Cauliflower,2006-06-04,0.37,1.05,1.27,1.57,1.3,250.6756756756757
Romaine Lettuce,2006-06-04,0.13,1.53,1.81,1.19,1.49,1057.6923076923074
Celery,2006-06-04,0.24,1.41,1.27,1.19,1.57,466.66666666666663
Strawberries,2006-06-04,0.95,2.59,2.75,2.37,2.49,168.42105263157893
Flame Grapes,2006-06-04,1.31,1.69,1.56,1.82,1.99,34.732824427480914
Thompson Grapes,2006-06-04,1.78,1.6,2.42,2.87,2.12,26.54494382022472
Green Leaf Lettuce,2006-06-04,0.16,1.72,1.81,1.17,2.37,1004.6875
Honeydews,2006-06-04,0.22,0.83,0.8,0.78,1.05,293.1818181818182
Asparagus,2006-06-04,1.45,3.3,3.12,2.87,2.99,111.72413793103448
Iceberg Lettuce,2006-06-04,0.24,1.24,1.32,1.47,1.99,527.0833333333334
Avocados,2006-06-04,0.46,1.24,1.62,1.6,1.5,223.91304347826087
Nectarines,2006-06-04,0.98,2.45,2.37,2.49,2.87,159.69387755102042
Green Leaf Lettuce,2006-05-28,0.17,1.35,1.78,1.32,2.32,895.5882352941176
Honeydews,2006-05-28,0.24,0.84,0.69,0.88,0.83,237.5
Asparagus,2006-05-28,1.36,3.23,2.24,3.32,2.62,109.74264705882351
Iceberg Lettuce,2006-05-28,0.27,1.23,1.67,1.64,1.99,504.62962962962956
Avocados,2006-05-28,0.46,1.24,1.57,1.35,1.33,198.3695652173913
Oranges,2006-05-28,0.11,0.28,0.36,0.42,0.29,206.81818181818184
Broccoli Bunches,2006-05-28,0.59,1.38,1.34,1.49,1.66,148.72881355932205
Peaches,2006-05-28,0.6,2.22,2.36,2.5,2.74,309.1666666666667
Broccoli Crowns,2006-05-28,0.67,1.75,1.79,1.74,1.44,150.74626865671644
Potatoes,2006-05-28,1.2,4.47,4.24,3.69,5.49,272.70833333333337
Cantaloupe,2006-05-28,0.25,0.8,0.82,0.59,0.91,212.0
Red Leaf Lettuce,2006-05-28,0.17,1.29,1.78,1.32,2.32,886.764705882353
Carrots,2006-05-28,0.21,0.81,0.8,0.76,0.92,291.6666666666667
Romaine Lettuce,2006-05-28,0.14,1.3,1.78,1.34,1.47,951.7857142857141
Cauliflower,2006-05-28,0.33,0.92,1.27,1.87,1.2,298.48484848484856
Strawberries,2006-05-28,1.01,2.6,1.74,2.25,2.49,124.75247524752477
Celery,2006-05-28,0.23,1.43,1.37,1.27,1.52,507.6086956521738
Flame Grapes,2006-05-28,1.07,2.06,1.74,2.69,2.27,104.67289719626164
Cauliflower,2006-05-21,0.27,1.06,1.22,1.84,1.2,392.59259259259255
Strawberries,2006-05-21,1.17,2.08,2.54,2.25,2.75,105.55555555555559
Celery,2006-05-21,0.28,1.43,1.37,1.22,1.52,394.64285714285705
Flame Grapes,2006-05-21,1.06,1.99,2.25,2.69,1.74,104.48113207547168
Green Leaf Lettuce,2006-05-21,0.29,1.35,1.81,1.36,2.62,515.5172413793105
Honeydews,2006-05-21,0.27,0.83,0.7,0.73,0.83,186.1111111111111
Asparagus,2006-05-21,1.13,3.22,2.61,2.49,2.62,142.03539823008856
Iceberg Lettuce,2006-05-21,0.42,1.28,1.69,1.64,1.99,292.85714285714283
Avocados,2006-05-21,0.46,1.24,1.59,1.5,1.33,207.60869565217394
Oranges,2006-05-21,0.11,0.35,0.43,0.4,0.26,227.27272727272728
Broccoli Bunches,2006-05-21,0.37,1.46,1.21,1.49,1.66,293.2432432432432
Peaches,2006-05-21,0.77,2.04,1.61,2.41,2.99,193.83116883116887
Broccoli Crowns,2006-05-21,0.42,1.75,1.79,1.74,1.62,310.7142857142858
Potatoes,2006-05-21,1.17,4.47,3.62,3.32,5.49,261.11111111111114
Cantaloupe,2006-05-21,0.28,0.84,0.84,0.7,0.75,179.46428571428567
Red Leaf Lettuce,2006-05-21,0.23,1.29,1.81,1.36,2.62,669.5652173913043
